normal_window_id,normal_block,window_in_block,window_start_h,window_end_h,variable,shift_sigma,abs_shift_sigma,slope_sigma_h,abs_slope_sigma_h,raw_std_ratio,diff_std_ratio,residual_std_ratio
1,N1,1,0.0,5.0,XMEAS-1,0.3856800390104599,0.3856800390104599,-0.3847410369740441,0.3847410369740441,0.8031461440398443,0.8944300448722866,0.5821376722352696
1,N1,1,0.0,5.0,XMEAS-2,-0.3096080391116788,0.3096080391116788,-0.0394919770337265,0.0394919770337265,1.00197691139393,1.059562333751286,1.0055533310476323
1,N1,1,0.0,5.0,XMEAS-3,0.3326479728014485,0.3326479728014485,0.05697448567844487,0.05697448567844487,0.9191651093050655,0.9876692250466474,0.9228226811104372
1,N1,1,0.0,5.0,XMEAS-4,-0.04863601344340926,0.04863601344340926,0.023613956420945163,0.023613956420945163,0.9846871130289223,1.0253297886593606,0.9845929800880778
1,N1,1,0.0,5.0,XMEAS-5,0.05360880916685326,0.05360880916685326,-0.0035505310472083145,0.0035505310472083145,0.9832773530995894,0.9807807716406486,0.9854205850008494
1,N1,1,0.0,5.0,XMEAS-6,0.07015788093401945,0.07015788093401945,0.09275891002833973,0.09275891002833973,0.9788815141400814,0.9895338983576677,0.9712565054822062
1,N1,1,0.0,5.0,XMEAS-7,0.09721155804936683,0.09721155804936683,-0.03451789770892558,0.03451789770892558,0.8834424680379662,1.0355005213421307,0.8820523791205439
1,N1,1,0.0,5.0,XMEAS-8,-0.05101049670774164,0.05101049670774164,-0.09425049884637693,0.09425049884637693,1.034060475439116,1.0326325477363743,1.025549956157904
1,N1,1,0.0,5.0,XMEAS-9,0.037627958755476365,0.037627958755476365,-0.042076149867714276,0.042076149867714276,1.0728165623968289,1.1015549181016162,1.0713358094472618
1,N1,1,0.0,5.0,XMEAS-10,0.2415489627419053,0.2415489627419053,0.20317894424152136,0.20317894424152136,0.7165733089854799,1.0426098341458607,0.6545071378702496
1,N1,1,0.0,5.0,XMEAS-11,0.09057565425896442,0.09057565425896442,0.22795249858304278,0.22795249858304278,0.8876956375061797,1.124398824899568,0.8410882182817103
1,N1,1,0.0,5.0,XMEAS-12,-0.10671731737636603,0.10671731737636603,-0.0832527484112517,0.0832527484112517,0.9779410058350849,0.9531244586582599,0.971299357150876
1,N1,1,0.0,5.0,XMEAS-13,0.0912243100066838,0.0912243100066838,-0.03881302273725518,0.03881302273725518,0.8798745835238061,0.9955878319042368,0.8781177246062933
1,N1,1,0.0,5.0,XMEAS-14,0.0644960406087678,0.0644960406087678,-0.03364390063175831,0.03364390063175831,1.0293547755736239,1.0673064148270606,1.0304764267004323
1,N1,1,0.0,5.0,XMEAS-15,-0.12396416451940566,0.12396416451940566,0.1356834477930793,0.1356834477930793,0.9813837723996977,0.9939503937981325,0.961913053078823
1,N1,1,0.0,5.0,XMEAS-16,0.12981850747511003,0.12981850747511003,-0.04430838864944537,0.04430838864944537,0.9156621076691693,1.1178134774139414,0.9134613963937945
1,N1,1,0.0,5.0,XMEAS-17,0.038941110170636235,0.038941110170636235,-0.0069833489316838615,0.0069833489316838615,1.0131168409213154,0.9899758962562569,1.014146201696675
1,N1,1,0.0,5.0,XMEAS-18,0.08721456688256081,0.08721456688256081,0.2650184727663154,0.2650184727663154,0.5476932225761975,1.1021554406216267,0.4095505271784942
1,N1,1,0.0,5.0,XMEAS-19,0.024524615522382928,0.024524615522382928,-0.045835428207347075,0.045835428207347075,0.9864222259997818,0.9971548008338635,0.984506053445697
1,N1,1,0.0,5.0,XMEAS-20,0.27092814436304685,0.27092814436304685,0.24424823564765133,0.24424823564765133,0.6745353122360319,1.0240989064667625,0.5950083378957939
1,N1,1,0.0,5.0,XMEAS-21,0.38006071972291994,0.38006071972291994,0.004266359090723915,0.004266359090723915,0.9107130973668892,1.0744376788468928,0.928405859755968
1,N1,1,0.0,5.0,XMEAS-22,0.13686454457828404,0.13686454457828404,0.17515363832972003,0.17515363832972003,0.9715767400311774,1.0581821512192222,0.9507347193887802
1,N1,1,0.0,5.0,XMEAS-23,-9.401044958246319e-05,9.401044958246319e-05,0.09059245835990169,0.09059245835990169,0.844811679328593,0.8861113598753368,0.8352969391398387
1,N1,1,0.0,5.0,XMEAS-24,-0.2816713895064509,0.2816713895064509,-0.08748157573713955,0.08748157573713955,0.8690188994895885,0.9028024790252941,0.8642398170625237
1,N1,1,0.0,5.0,XMEAS-25,-0.10090527250664805,0.10090527250664805,-0.08683111419706328,0.08683111419706328,0.9919177592531632,1.1460723992081594,0.9844650976619638
1,N1,1,0.0,5.0,XMEAS-26,-0.20756008525450653,0.20756008525450653,-0.013574539960401286,0.013574539960401286,0.7859499599236751,0.8209064628649962,0.791032529080571
1,N1,1,0.0,5.0,XMEAS-27,0.33080076651616136,0.33080076651616136,-0.10836855075564718,0.10836855075564718,0.9577363502543563,0.904246049246867,0.9470479893407187
1,N1,1,0.0,5.0,XMEAS-28,-0.14874069992303046,0.14874069992303046,0.08919102732461869,0.08919102732461869,0.8694615309081425,0.8196844497128938,0.8687084145649095
1,N1,1,0.0,5.0,XMEAS-29,-0.051634113839441456,0.051634113839441456,0.1368078668144872,0.1368078668144872,0.8929027211393652,0.9345111535285656,0.8768377369905277
1,N1,1,0.0,5.0,XMEAS-30,-0.02898077286394602,0.02898077286394602,-0.2155555937675443,0.2155555937675443,0.8146283210790807,0.7499248450795044,0.759525729719865
1,N1,1,0.0,5.0,XMEAS-31,-0.2030551678813378,0.2030551678813378,0.17652732790021047,0.17652732790021047,0.8551558519712025,0.9117608568025498,0.8192988693573581
1,N1,1,0.0,5.0,XMEAS-32,0.08992867703707859,0.08992867703707859,0.04460682690474652,0.04460682690474652,1.0320343792488549,1.1490335727213372,1.0307905185816204
1,N1,1,0.0,5.0,XMEAS-33,0.016837864118824823,0.016837864118824823,0.05334288545743775,0.05334288545743775,0.8909188242281005,0.920804774179222,0.8899703927051542
1,N1,1,0.0,5.0,XMEAS-34,-0.2676884885187562,0.2676884885187562,-0.007358893152337296,0.007358893152337296,0.9095228932116438,0.8892246983105341,0.9261799887191589
1,N1,1,0.0,5.0,XMEAS-35,-0.27021784910611524,0.27021784910611524,0.09506040007566444,0.09506040007566444,1.108559633599169,1.137131990612529,1.1085915426465318
1,N1,1,0.0,5.0,XMEAS-36,0.09818024168745362,0.09818024168745362,-0.17734605558424751,0.17734605558424751,1.0190641402358946,1.1035980094636053,0.9886761500717371
1,N1,1,0.0,5.0,XMEAS-37,-0.3974603562220151,0.3974603562220151,-0.26224070760772544,0.26224070760772544,0.8295978561139388,0.9210863325119335,0.7423440669482562
1,N1,1,0.0,5.0,XMEAS-38,-0.06440002197184556,0.06440002197184556,0.06616057608521252,0.06616057608521252,1.0708529865931633,1.237605200440601,1.0721994659675416
1,N1,1,0.0,5.0,XMEAS-39,0.42743057756252734,0.42743057756252734,-0.25698630771717634,0.25698630771717634,0.9808240336057449,0.9957290525086957,0.9130345995906909
1,N1,1,0.0,5.0,XMEAS-40,0.25017963562134155,0.25017963562134155,0.04695981467042597,0.04695981467042597,0.6040541667001849,0.6393844222722604,0.6008480492607956
1,N1,1,0.0,5.0,XMEAS-41,0.1194250057507077,0.1194250057507077,-0.010926457969687298,0.010926457969687298,0.9692079750020952,0.9279522466744854,0.9813223632067278
2,N1,2,5.0,10.0,XMEAS-1,0.04398393157555841,0.04398393157555841,0.2571561503950449,0.2571561503950449,0.7599333690796101,0.9660275242994799,0.6659809873717596
2,N1,2,5.0,10.0,XMEAS-2,-0.4315321691211639,0.4315321691211639,0.04446326834644651,0.04446326834644651,0.9187326316945579,0.8944511460469727,0.9212490818277198
2,N1,2,5.0,10.0,XMEAS-3,0.5394603176379809,0.5394603176379809,-0.02792727719909872,0.02792727719909872,0.9839588433127541,0.9839728244540062,0.9910297474088017
2,N1,2,5.0,10.0,XMEAS-4,-0.03135245018057423,0.03135245018057423,-0.11884473567697124,0.11884473567697124,0.9823546298638237,0.9289017813024889,0.9677004935163682
2,N1,2,5.0,10.0,XMEAS-5,0.12297247225757,0.12297247225757,-0.0006964965451323966,0.0006964965451323966,0.9637645988586672,0.9593299899740504,0.9658779343080471
2,N1,2,5.0,10.0,XMEAS-6,0.033914786874253075,0.033914786874253075,-0.018271011464603245,0.018271011464603245,0.9813102665737182,0.9780828203371688,0.982578484746264
2,N1,2,5.0,10.0,XMEAS-7,-0.08668880942043926,0.08668880942043926,-0.010463885444612174,0.010463885444612174,1.2439832318066746,1.0167997637450237,1.2439202888426506
2,N1,2,5.0,10.0,XMEAS-8,0.07209645154548641,0.07209645154548641,-0.024078405012603617,0.024078405012603617,0.9276168968002623,0.9695392803863624,0.9274220478793924
2,N1,2,5.0,10.0,XMEAS-9,0.018945168687908992,0.018945168687908992,0.00057712258802358,0.00057712258802358,1.0207242010224524,1.022589682761062,1.0209576854258284
2,N1,2,5.0,10.0,XMEAS-10,-0.27009508090910056,0.27009508090910056,-0.49218103383000184,0.49218103383000184,1.4882941335221496,1.0687216888016802,1.3089826812512766
2,N1,2,5.0,10.0,XMEAS-11,-0.03742132762220725,0.03742132762220725,-0.1455851946170969,0.1455851946170969,0.8338930174559801,1.0747749387617485,0.8233753419441612
2,N1,2,5.0,10.0,XMEAS-12,-0.07273523611411242,0.07273523611411242,0.05283058813574101,0.05283058813574101,1.0126166515771617,0.9750088215124143,1.0105578126113322
2,N1,2,5.0,10.0,XMEAS-13,-0.13015126707871633,0.13015126707871633,0.004713479050744466,0.004713479050744466,1.1694153915630503,0.99455400096241,1.1694413046216963
2,N1,2,5.0,10.0,XMEAS-14,-0.05423420340309298,0.05423420340309298,0.10191765480639699,0.10191765480639699,0.9908167277977876,0.9860322112897959,0.9819633948792786
2,N1,2,5.0,10.0,XMEAS-15,-0.100282593835319,0.100282593835319,0.04533841782704972,0.04533841782704972,1.005473029933722,1.0182440567969264,1.0036837751113983
2,N1,2,5.0,10.0,XMEAS-16,-0.13330001366115338,0.13330001366115338,0.009174298278644593,0.009174298278644593,1.2318890458381744,1.0529749337851568,1.2318754579472588
2,N1,2,5.0,10.0,XMEAS-17,-0.021906800776787142,0.021906800776787142,-0.018288913054090007,0.018288913054090007,1.0223828937664987,1.0229953747535763,1.0231301423322194
2,N1,2,5.0,10.0,XMEAS-18,0.1772132676853762,0.1772132676853762,-0.08547254541937303,0.08547254541937303,0.5595970384287894,1.0121912154286488,0.5711596449922374
2,N1,2,5.0,10.0,XMEAS-19,0.12984086758639757,0.12984086758639757,-0.018679448900431904,0.018679448900431904,0.9433692898936225,0.9211174470484985,0.9432818573434477
2,N1,2,5.0,10.0,XMEAS-20,0.337667584806012,0.337667584806012,0.002112508219787218,0.002112508219787218,0.5830378978140698,1.040239451304052,0.603616439255775
2,N1,2,5.0,10.0,XMEAS-21,0.5937199814040456,0.5937199814040456,-0.09394780578604271,0.09394780578604271,0.876935161583577,1.0577408880674635,0.8832033773636114
2,N1,2,5.0,10.0,XMEAS-22,0.11242626085807263,0.11242626085807263,-0.10517293309099152,0.10517293309099152,0.9346967441337151,1.0511860481754827,0.9347715350507737
2,N1,2,5.0,10.0,XMEAS-23,0.13649542700402262,0.13649542700402262,-0.024234186377389583,0.024234186377389583,1.0875275087372704,1.0720572542661297,1.0878747594229814
2,N1,2,5.0,10.0,XMEAS-24,-0.6248143676890311,0.6248143676890311,-0.042498203510367386,0.042498203510367386,0.870090129112069,0.7973992419421585,0.872434597215404
2,N1,2,5.0,10.0,XMEAS-25,0.1606174061473119,0.1606174061473119,0.05407406081622074,0.05407406081622074,1.1656032336887003,1.150892753376603,1.1635973279595946
2,N1,2,5.0,10.0,XMEAS-26,-0.09827001716480473,0.09827001716480473,0.05768731429328815,0.05768731429328815,0.9947010717505482,1.0120327433817158,0.9979193719570274
2,N1,2,5.0,10.0,XMEAS-27,-0.046262225724466234,0.046262225724466234,0.11218832522494687,0.11218832522494687,1.0285193668945203,0.9479192752770524,1.0180292056348283
2,N1,2,5.0,10.0,XMEAS-28,-0.26886406862185996,0.26886406862185996,0.0347197892146227,0.0347197892146227,0.8655825629093157,0.8973717863076782,0.8730323574510938
2,N1,2,5.0,10.0,XMEAS-29,0.04549406496218239,0.04549406496218239,-0.12819227983193734,0.12819227983193734,0.8848316025406586,1.025773860276605,0.8712826468680487
2,N1,2,5.0,10.0,XMEAS-30,-0.7180747359634378,0.7180747359634378,0.09263463516200567,0.09263463516200567,0.9923290096412957,1.0874848017975427,0.9922195591235297
2,N1,2,5.0,10.0,XMEAS-31,0.24811925858724918,0.24811925858724918,0.004151633173041868,0.004151633173041868,0.8676279905363048,0.9479992974351164,0.870919532692737
2,N1,2,5.0,10.0,XMEAS-32,-0.027757914163546022,0.027757914163546022,0.04858754290784003,0.04858754290784003,1.0869228212483353,1.0193647584084509,1.0854646027101273
2,N1,2,5.0,10.0,XMEAS-33,-0.20067703664931377,0.20067703664931377,0.14731545301126764,0.14731545301126764,0.9988987407456806,1.0742548890692625,0.9785625425470605
2,N1,2,5.0,10.0,XMEAS-34,-0.3375388829095252,0.3375388829095252,0.07183730665185997,0.07183730665185997,0.8784762341500346,1.0188473151549995,0.8883514187142971
2,N1,2,5.0,10.0,XMEAS-35,-0.35745964949675113,0.35745964949675113,-0.17472072728585997,0.17472072728585997,1.0846245460457498,1.0642168928522482,1.063030060739317
2,N1,2,5.0,10.0,XMEAS-36,0.009950584489701847,0.009950584489701847,-0.02558033704160927,0.02558033704160927,0.9517947362060517,0.9204831502243979,0.9533861414760549
2,N1,2,5.0,10.0,XMEAS-37,-0.10542205805413138,0.10542205805413138,-0.3838316491468838,0.3838316491468838,1.0917195458199827,1.053169176222957,0.9458315062708145
2,N1,2,5.0,10.0,XMEAS-38,-0.13799049033249233,0.13799049033249233,0.07908152802422895,0.07908152802422895,1.132078428287173,1.2361836546744587,1.1322322316667623
2,N1,2,5.0,10.0,XMEAS-39,0.125456956792945,0.125456956792945,-0.07319512111363144,0.07319512111363144,1.0977351197922474,1.0363432394182936,1.0990101372686447
2,N1,2,5.0,10.0,XMEAS-40,-0.005782568897050998,0.005782568897050998,-0.18476645385599913,0.18476645385599913,0.8144095134056961,0.8310268966982308,0.7701493473456388
2,N1,2,5.0,10.0,XMEAS-41,0.11442248226599658,0.11442248226599658,-0.13688670810455297,0.13688670810455297,0.8913084545569462,0.8136542693059554,0.8800383005575011
3,N1,3,10.0,15.0,XMEAS-1,0.09766834906508022,0.09766834906508022,0.391200194139376,0.391200194139376,1.0857974134585495,0.9455972772939999,0.9313415619304034
3,N1,3,10.0,15.0,XMEAS-2,-0.10142146954214769,0.10142146954214769,0.05557778070035379,0.05557778070035379,0.9347107768135017,0.9785865182936565,0.9360955991127118
3,N1,3,10.0,15.0,XMEAS-3,-0.1085418452990784,0.1085418452990784,-0.24681121532961242,0.24681121532961242,1.007703888662305,1.0135505319990659,0.9499822849907191
3,N1,3,10.0,15.0,XMEAS-4,-0.11934117425143591,0.11934117425143591,0.01716754162373425,0.01716754162373425,0.9660461167085856,0.9770371321047223,0.9662158138231354
3,N1,3,10.0,15.0,XMEAS-5,0.008765745348448383,0.008765745348448383,-0.05140599375701096,0.05140599375701096,0.9768444940046515,0.9984140192255988,0.9761494041713044
3,N1,3,10.0,15.0,XMEAS-6,0.027996648372294444,0.027996648372294444,-0.03821122085275079,0.03821122085275079,0.9984218080823482,1.0125877611323617,0.998542428182592
3,N1,3,10.0,15.0,XMEAS-7,0.012893703086190034,0.012893703086190034,-0.1130495974854672,0.1130495974854672,0.7794698144944611,0.9446737578883836,0.7621588628529197
3,N1,3,10.0,15.0,XMEAS-8,0.03917571727865167,0.03917571727865167,0.026641719130096136,0.026641719130096136,0.9269907936869748,0.9179368319045105,0.9266484234379854
3,N1,3,10.0,15.0,XMEAS-9,0.035794002086779256,0.035794002086779256,0.05200748986598003,0.05200748986598003,0.9892662792249383,0.9694874520031455,0.9866305620634102
3,N1,3,10.0,15.0,XMEAS-10,-0.27295798595881254,0.27295798595881254,-0.35403635300625835,0.35403635300625835,0.8278812822343943,1.0219224426138271,0.6515905409290691
3,N1,3,10.0,15.0,XMEAS-11,-0.052714200504398706,0.052714200504398706,0.04287343768636821,0.04287343768636821,0.8220260292910873,1.0365468554460149,0.8364307903476831
3,N1,3,10.0,15.0,XMEAS-12,0.06110932790676951,0.06110932790676951,-0.05572351449122262,0.05572351449122262,0.9961301059038631,1.0301706547196063,0.9936790683188621
3,N1,3,10.0,15.0,XMEAS-13,-0.01652328869744937,0.01652328869744937,-0.12923599285374,0.12923599285374,0.8508152252490392,1.071499431925476,0.8300775761153574
3,N1,3,10.0,15.0,XMEAS-14,0.04160753087286387,0.04160753087286387,-0.025680170997648726,0.025680170997648726,1.01640342388542,0.9984586561355704,1.0179690731910553
3,N1,3,10.0,15.0,XMEAS-15,0.1571414436239594,0.1571414436239594,-0.07133259355220398,0.07133259355220398,0.9776947062589861,0.9684452153358515,0.9725789913028172
3,N1,3,10.0,15.0,XMEAS-16,0.009832464323297202,0.009832464323297202,-0.14838581488856456,0.14838581488856456,0.8315254398171034,1.0396134169149764,0.803411900993152
3,N1,3,10.0,15.0,XMEAS-17,0.016247822603361613,0.016247822603361613,0.02982618129433368,0.02982618129433368,0.9488934653227168,0.9551038838503582,0.9489233600456766
3,N1,3,10.0,15.0,XMEAS-18,-0.05302364491461056,0.05302364491461056,0.094327374460893,0.094327374460893,0.43101559286039826,1.0288789754823182,0.427882921581367
3,N1,3,10.0,15.0,XMEAS-19,0.08050082357081952,0.08050082357081952,-0.04000475732598163,0.04000475732598163,0.9727667504704862,0.9215251923832091,0.9713538962837128
3,N1,3,10.0,15.0,XMEAS-20,-0.007458883086312712,0.007458883086312712,-0.018866970381280976,0.018866970381280976,0.6429408462411248,1.0554280071857558,0.6650434780979373
3,N1,3,10.0,15.0,XMEAS-21,0.2047016700037959,0.2047016700037959,-0.20907218864609575,0.20907218864609575,0.9276891250749243,0.9918060092494352,0.8941220136885111
3,N1,3,10.0,15.0,XMEAS-22,-0.028624106944433705,0.028624106944433705,-0.006355301165819999,0.006355301165819999,0.9085753831681325,1.005349198141956,0.9208686803005663
3,N1,3,10.0,15.0,XMEAS-23,0.015266513096483773,0.015266513096483773,0.002531551585394654,0.002531551585394654,0.9509474174263085,0.8769393210559339,0.9517380728782959
3,N1,3,10.0,15.0,XMEAS-24,-0.10345690342543547,0.10345690342543547,-0.02790637196895309,0.02790637196895309,0.8217125538621591,0.875526858804787,0.8249924672598056
3,N1,3,10.0,15.0,XMEAS-25,0.00294524953093279,0.00294524953093279,0.12011781870038146,0.12011781870038146,1.0104234687392335,0.9626772596426781,0.9959172675275866
3,N1,3,10.0,15.0,XMEAS-26,-0.08615032785737116,0.08615032785737116,-0.02505947496685352,0.02505947496685352,0.9373244847853952,0.9133236461252192,0.942974996645346
3,N1,3,10.0,15.0,XMEAS-27,-0.02052752531714953,0.02052752531714953,0.017325363634822018,0.017325363634822018,0.9615537046334479,1.042691608539314,0.9634798214957287
3,N1,3,10.0,15.0,XMEAS-28,0.2913976789505636,0.2913976789505636,-0.13146793067426962,0.13146793067426962,0.9298555646140345,0.9742740496043365,0.9196032723281399
3,N1,3,10.0,15.0,XMEAS-29,-0.13290090329242968,0.13290090329242968,0.22549176789828052,0.22549176789828052,0.9101367870889345,0.9737891888837578,0.855715070717699
3,N1,3,10.0,15.0,XMEAS-30,0.21452782906924747,0.21452782906924747,0.06313133045477967,0.06313133045477967,0.754108683455109,0.8076255535146735,0.7553935694290844
3,N1,3,10.0,15.0,XMEAS-31,-0.08623479847874009,0.08623479847874009,-0.13073290935177523,0.13073290935177523,1.0729652325937897,1.194638501435544,1.0602184365101754
3,N1,3,10.0,15.0,XMEAS-32,-0.06959526016777627,0.06959526016777627,-0.02912390253091812,0.02912390253091812,0.9353053252345894,0.9649488269375627,0.9350583788841683
3,N1,3,10.0,15.0,XMEAS-33,0.100748278134227,0.100748278134227,-0.03992702490207618,0.03992702490207618,0.9673036137863779,1.0835357088539541,0.9681860607165559
3,N1,3,10.0,15.0,XMEAS-34,0.3547155610788086,0.3547155610788086,0.07527047692736842,0.07527047692736842,0.8160804679274098,0.8100174386565671,0.823660692482857
3,N1,3,10.0,15.0,XMEAS-35,0.04276974192556077,0.04276974192556077,0.11344477642504361,0.11344477642504361,1.0443120946752606,1.128738599199085,1.0394003860462933
3,N1,3,10.0,15.0,XMEAS-36,0.1523638266834124,0.1523638266834124,-0.014489426815690086,0.014489426815690086,0.9689377548122953,1.0056634533428759,0.9710643149664355
