fault,batch,window_start_h,window_end_h,variable,shift_sigma,abs_shift_sigma,slope_sigma_h,abs_slope_sigma_h,raw_std_ratio,diff_std_ratio,residual_std_ratio,level_candidate,trend_candidate,residual_candidate,diff_candidate,rapid_variability_candidate,any_candidate,level_threshold,trend_threshold,residual_threshold,diff_threshold
1,1,10.0,15.0,XMEAS-1,76.67353831016274,76.67353831016274,31.153280989078283,31.153280989078283,46.303017658141066,1.3068055814879471,10.785177887482044,True,True,True,False,False,True,1.9695333234149084,0.7468621213669596,1.3681613543196571,1.4051245046201666
1,1,10.0,15.0,XMEAS-2,0.1493198178151192,0.1493198178151192,0.4163915900270227,0.4163915900270227,1.1532723222940997,1.0011956645385016,0.99074746291466,False,False,False,False,False,False,1.9695333234149084,0.7468621213669596,1.3681613543196571,1.4051245046201666
1,1,10.0,15.0,XMEAS-3,1.7260434266536877,1.7260434266536877,0.8219599773088907,0.8219599773088907,1.6725423602400535,1.0036667747432697,1.1867225859740664,False,True,False,False,False,True,1.9695333234149084,0.7468621213669596,1.3681613543196571,1.4051245046201666
1,1,10.0,15.0,XMEAS-4,-9.313737334239926,9.313737334239926,-3.4389740223446856,3.4389740223446856,5.181058902354117,0.9771528227260312,1.457608428193337,True,True,True,False,False,True,1.9695333234149084,0.7468621213669596,1.3681613543196571,1.4051245046201666
1,1,10.0,15.0,XMEAS-5,-7.926441942099795,7.926441942099795,-0.3543925172034472,0.3543925172034472,3.18016009495277,0.9895717423603176,3.1442192539835045,True,False,True,False,False,True,1.9695333234149084,0.7468621213669596,1.3681613543196571,1.4051245046201666
1,1,10.0,15.0,XMEAS-6,-7.273253283759389,7.273253283759389,-0.1012087323709961,0.1012087323709961,3.0323111189790946,1.0228192870110475,3.032848520041934,True,False,True,False,False,True,1.9695333234149084,0.7468621213669596,1.3681613543196571,1.4051245046201666
1,1,10.0,15.0,XMEAS-7,-8.086658078143142,8.086658078143142,-8.564653173122686,8.564653173122686,13.285654848674351,1.0181224458663218,4.814719077091009,True,True,True,False,False,True,1.9695333234149084,0.7468621213669596,1.3681613543196571,1.4051245046201666
1,1,10.0,15.0,XMEAS-8,1.1490464644852658,1.1490464644852658,-0.0049598503561237,0.0049598503561237,1.3898552988077286,1.0788275305503343,1.390683107214776,False,False,True,False,False,True,1.9695333234149084,0.7468621213669596,1.3681613543196571,1.4051245046201666
1,1,10.0,15.0,XMEAS-9,0.147264003304597,0.147264003304597,0.402443129909199,0.402443129909199,1.2316911131371298,0.9320451921363258,1.0858306894489034,False,False,False,False,False,False,1.9695333234149084,0.7468621213669596,1.3681613543196571,1.4051245046201666
1,1,10.0,15.0,XMEAS-10,3.868657231619516,3.868657231619516,-9.64277854423298,9.64277854423298,19.284330988432384,1.8476269283027311,13.33832989997958,True,True,True,True,True,True,1.9695333234149084,0.7468621213669596,1.3681613543196571,1.4051245046201666
