fault,metric,median,q1,q3,min,max
1,abs_shift_sigma,84.63276386989925,84.6066009952681,84.64593093089348,84.60437799255992,84.65772390615429
1,abs_slope_sigma_h,0.5398762528938961,0.5330067746979701,0.5539465167813353,0.5228783130987176,0.5666364661000974
1,raw_std_ratio,19.62209493710989,19.60507042992799,19.729517033029758,19.5532760078445,19.784447274155905
1,diff_std_ratio,1.2020837547130334,1.2015228648348704,1.2038933736457567,1.1860013755677683,1.2065866990661838
1,residual_std_ratio,19.66376817654633,19.644507982529866,19.780308938935935,19.599039147270002,19.830144640238732
8,abs_shift_sigma,5.753125735643918,4.009009951858949,6.275378611628643,3.598258233798834,8.34946317502379
8,abs_slope_sigma_h,0.48869331987459425,0.3368363838212339,0.5603057801718373,0.15359388740005098,1.0076561942705313
8,raw_std_ratio,31.913356231523007,31.04571551567216,32.02180484467475,21.98309286520584,34.62811722256953
8,diff_std_ratio,1.9255479434841052,1.8557512599305637,1.9296860935953124,1.6244553704019742,2.3072763487857646
8,residual_std_ratio,31.060013790607986,29.84704431783241,31.93012005681526,21.101901217548857,34.7811690438604
10,abs_shift_sigma,2.031279133773594,0.467367415227424,2.809424194591522,0.3126871702311886,4.0076800187116
10,abs_slope_sigma_h,0.10653957358530179,0.07345093501424642,0.22906225786198664,0.04534393963770091,0.4049350674720087
10,raw_std_ratio,16.385135582685713,15.743950811975056,16.503949444225345,14.499818099611687,17.84735271778519
10,diff_std_ratio,2.092715821129239,2.0422925132551177,2.105824332347716,2.0364141241014413,2.7192184659522307
10,residual_std_ratio,16.483374288493597,16.37259333711202,16.840276099820574,15.090867697364066,18.542756136277653
13,abs_shift_sigma,34.173940070670255,25.870843158851812,36.67598962893282,24.416672956341607,43.25634663675704
13,abs_slope_sigma_h,0.5653692827999628,0.3414457626393149,0.7378224068398754,0.2414408988272761,0.9542614597664577
13,raw_std_ratio,49.57710677956379,40.9565304408482,58.64670467126991,40.81628511865798,70.72237589026145
13,diff_std_ratio,3.2274508873004915,2.9515906932578724,3.2544156343756447,2.6764349147347692,3.3027005867058734
13,residual_std_ratio,49.57047479546453,40.72744213381429,58.64862354113023,39.44719490501561,70.49678394537203
